name,source_id,ref_dmin_pc,our_dmin_pc,ref_lo_pc,ref_hi_pc,our_lo_pc,our_hi_pc,d_ratio,ref_tmin_kyr,our_tmin_kyr,mc_censored,grade,sys_dmin_pc,window_limited,catalog
Gaia DR3 1111033998535509888,1111033998535509888,8.9189,11.8259,8.6347,9.1925,11.59579,12.02819,1.326,3394.2,3315.2,0.0,B,0.12574,False,BJ2018
2MASS J06432896+7100092,1112631000518628096,6.9972,7.6117,5.9543,8.4869,7.02979,8.31011,1.088,2865.5,3025.3,0.0,B,0.12335,False,BJ2018
2MASS J09163477+7157217,1120386444441223040,9.4154,9.4709,9.1821,9.6718,9.36636,9.58696,1.006,2150.3,2177.8,0.0,A,0.07768,False,BJ2018
TYC 4378-737-1,1121561238255614464,6.2185,5.9037,6.1356,6.3048,5.88223,5.92751,0.949,1261.3,1242.9,0.0,A,0.01191,False,BJ2018
HD 85582,1127584878348676864,7.0561,6.9242,5.6603,9.0811,6.3142,7.82414,0.981,1942.9,1997.3,0.0,B,0.0526,False,BJ2018
SAO 1772,1133183557198527232,4.5941,4.3387,4.4215,4.7707,4.30545,4.3745,0.944,-2540.2,-2483.8,0.0,A,0.06595,False,BJ2018
SAO 1950,1134618591670426112,2.3201,2.3575,2.3002,2.3413,2.35013,2.36411,1.016,726.4,726.1,0.0,A,0.00248,False,BJ2018
SAO 6452,1135643164710592768,5.4,5.6316,5.2577,5.5321,5.60162,5.66411,1.043,1914.0,1874.0,0.0,A,0.10798,False,BJ2018
SAO 1073,1143525701008243840,5.0028,5.1629,4.8805,5.1233,5.12928,5.18911,1.032,2885.8,2923.5,0.0,A,0.18518,False,BJ2018
Gaia DR3 1149302088424031616,1149302088424031616,6.6434,10.0176,6.1434,7.2412,9.43523,10.5777,1.508,1651.4,1521.2,0.0,B,0.04006,False,BJ2018
TYC 4635-1349-1,1150782649550151808,6.3439,6.1651,5.9287,6.8696,6.06275,6.28595,0.972,-4888.8,-4908.0,0.086,A,0.24102,False,BJ2018
SAO 1400,1151205136892473728,9.2422,9.2553,9.0896,9.4062,9.1834,9.3223,1.001,2699.6,2711.8,0.0,A,0.06589,False,BJ2018
HIP 74079,1155587858959873024,8.2469,9.4686,7.2932,9.3988,9.00418,10.11749,1.148,-2804.6,-2563.7,0.0,B,0.08621,False,BJ2018
TYC 920-1467-1,1166471473590868992,3.768,3.3173,3.1861,4.4134,3.16452,3.48515,0.88,4591.6,4733.5,0.0,A,0.79939,False,BJ2018
TYC 931-183-1,1168945653927869440,9.9505,9.7319,9.2178,10.7039,9.23918,10.30932,0.978,1524.5,1351.9,0.0,B,0.01865,False,BJ2018
Gaia DR3 1172934097996796544,1172934097996796544,4.7522,14.7796,3.9734,5.9017,13.74449,15.98256,3.11,4014.2,3686.7,0.0,B,0.20277,False,BJ2018
TYC 924-744-1,1184682826416242944,9.4258,9.6135,8.8765,9.9677,9.49279,9.76516,1.02,-2998.6,-3084.9,0.0,A,0.07924,False,BJ2018
CE Boo,1187851653287128576,8.6556,8.6865,8.5836,8.725,8.64594,8.73366,1.004,290.7,289.7,0.0,A,0.0003,False,BJ2018
TYC 2026-463-1,1221391362142668160,10.1197,10.2771,9.8338,10.4048,10.218,10.33368,1.016,2017.7,2019.8,0.0,A,0.10841,False,BJ2018
2MASS J14432921+1750362,1235090314948692864,2.9939,2.9395,2.8881,3.1028,2.89372,2.98956,0.982,892.8,889.7,0.0,A,0.00894,False,BJ2018
ξ Boo B,1237090738916392832,6.4265,6.4254,6.3484,6.5013,6.39033,6.4542,1.0,-266.3,-266.8,0.0,B,0.0004,False,BJ2018
GJ 535,1250801855073489280,7.1334,7.2077,7.0635,7.2026,7.18969,7.22421,1.01,364.6,368.4,0.0,A,0.00114,False,BJ2018
2MASS J15111491+2351099,1263715309904277632,7.5339,7.5455,7.1481,7.9432,7.36848,7.68066,1.002,1814.9,1809.1,0.0,A,0.01492,False,BJ2018
2MASS J14431222+2410101,1266749682823046144,6.3071,6.6857,5.7321,6.9578,6.50591,6.90083,1.06,-3144.9,-3337.3,0.0,A,0.01873,False,BJ2018
2MASS J15172854+2647145,1271249541536828416,3.7479,3.7002,3.6637,3.8337,3.66238,3.75125,0.987,1350.3,1326.2,0.0,B,0.00422,False,BJ2018
HIP 75246,1279014395730150528,6.5701,6.5569,6.5139,6.6254,6.5358,6.57358,0.998,925.1,924.4,0.0,A,0.0064,False,BJ2018
HO Boo,1279838754572750208,6.8865,6.9223,6.7944,6.9799,6.87758,6.96141,1.005,1166.8,1166.1,0.0,A,0.00085,False,BJ2018
HIP 70609,1283540844582413824,9.4344,7.6765,5.7588,25.5119,6.31201,9.87055,0.814,2095.5,1729.8,0.0,A,0.04105,False,BJ2018
PM J14337+3334,1287377556050427776,7.8681,7.9271,7.7456,7.9997,7.88674,7.97192,1.008,1066.6,1066.3,0.0,B,0.00704,False,BJ2018
2MASS J14523828+3735440,1294481088359001856,9.7467,9.2199,9.4305,10.0635,9.09257,9.34975,0.946,2297.5,2185.5,0.0,A,0.02317,False,BJ2018
Gaia DR3 1297420078643426048,1297420078643426048,10.5974,11.8769,8.7615,12.6431,11.38164,12.39764,1.121,4109.1,4344.7,0.0,B,0.45569,False,BJ2018
LSPM J1624+2254,1298694726154793856,7.237,7.9779,6.9274,7.5717,7.81662,8.11945,1.102,349.2,356.4,0.0,B,0.00103,False,BJ2018
2MASS J16434975+2404562,1300137457209202688,5.9079,5.2591,5.184,6.8721,4.94743,5.6267,0.89,4622.0,4599.8,0.062,A,0.30899,False,BJ2018
2MASS J16174320+2618151,1303675097215915264,7.5726,7.3526,6.0614,9.6305,6.82363,7.835,0.971,1629.1,1576.9,0.0,B,0.03349,False,BJ2018
2MASS J16280188+2820051,1305777986219345792,3.1846,3.1363,3.0384,3.3358,3.08901,3.17209,0.985,2360.5,2328.5,0.0,A,0.05149,False,BJ2018
TYC 2066-1168-1,1307841391587467136,6.5726,6.5328,6.5087,6.6411,6.51809,6.54636,0.994,623.1,622.5,0.0,A,0.00667,False,BJ2018
2MASS J16490313+3225473,1314087098669451904,9.0917,8.1282,8.5352,9.6966,7.98909,8.28944,0.894,4735.6,4721.7,0.0,A,0.74894,False,BJ2018
GJ 638,1314438839310796800,4.8503,4.8087,4.823,4.8791,4.79331,4.82381,0.991,229.7,228.8,0.0,A,0.00012,False,BJ2018
2MASS J16033518+3248208,1323157966519009792,5.4119,5.6823,5.0658,5.8344,5.59078,5.78353,1.05,4163.6,4285.7,0.0,A,0.0951,False,BJ2018
HD 145372,1323661710347457408,5.409,5.3433,5.3824,5.4355,5.33216,5.35427,0.988,466.4,465.6,0.0,A,0.00244,False,BJ2018
GJ 3968,1328078796458810240,6.0779,6.052,6.0457,6.1083,6.03275,6.07234,0.996,261.3,262.2,0.0,B,0.00046,False,BJ2018
TYC 2588-2512-1,1328392535220313472,8.786,8.5316,8.5023,9.0605,8.42365,8.62417,0.971,4609.3,4634.1,0.0,A,0.066,False,BJ2018
StKM 1-1337,1329230706678296448,4.2187,4.2725,4.1077,4.3411,4.23919,4.30616,1.013,1746.6,1740.1,0.0,A,0.00274,False,BJ2018
w Her,1333760419707327744,9.8501,9.9001,9.8128,9.8868,9.88456,9.91453,1.005,98.0,97.9,0.0,A,1e-05,False,BJ2018
2MASS J17183832+3339294,1334152979717957632,6.2432,6.1395,6.1594,6.3248,6.11195,6.16811,0.983,758.4,757.9,0.0,A,0.00718,False,BJ2018
TYC 2601-25-1,1339038419117705472,9.6777,9.9297,9.5926,9.7704,9.84976,9.98734,1.026,731.7,727.1,0.0,B,0.00712,False,BJ2018
Gaia DR3 1340753348019064064,1340753348019064064,8.4927,14.9051,7.7716,9.2933,14.45499,15.50832,1.755,3591.7,3891.4,0.0,B,0.09138,False,BJ2018
2MASS J17122617+3919328,1341223694181081216,6.9307,6.8696,6.7489,7.1165,6.81214,6.93775,0.991,2061.7,2057.1,0.0,A,0.05177,False,BJ2018
2MASS J17395636+3628579,1342120930029315584,9.5338,9.6065,9.2893,9.7662,9.51555,9.7207,1.008,938.0,940.8,0.0,B,0.00818,False,BJ2018
Gaia DR3 1344256559567678336,1344256559567678336,9.6475,10.8279,9.0983,10.2819,10.74531,10.90264,1.122,1752.4,1911.1,0.0,A,0.07555,False,BJ2018
2MASS J16544117+4536211,1359462637876921984,14.1335,12.7102,13.3912,14.944,12.38011,13.0663,0.899,4929.7,4921.4,0.195,A,0.71284,False,BJ2018
TYC 3501-2259-1,1359671682525702912,9.1606,9.1469,9.0556,9.2721,9.10514,9.19449,0.999,804.5,802.2,0.0,A,0.01155,False,BJ2018
GJ 4010,1362295082910131200,4.8122,4.802,4.794,4.8302,4.79372,4.80844,0.998,239.5,239.1,0.0,A,0.00022,False,BJ2018
2MASS J17551482+5337450,1369039177997222016,2.5688,3.2533,1.8946,3.9629,3.11237,3.36425,1.266,1459.2,1749.7,0.0,A,0.01319,False,BJ2018
HIP 78074,1373471446806995456,7.5388,7.5246,7.442,7.6329,7.49846,7.55285,0.998,856.0,857.5,0.0,A,0.00416,False,BJ2018
GJ 611 A,1379500756257031808,7.9146,7.8799,7.8925,7.9369,7.86975,7.8904,0.996,165.2,165.1,0.0,A,0.00024,False,BJ2018
SAO 45474,1392610405193517952,2.4322,2.469,2.2722,2.6113,2.4037,2.54454,1.015,699.9,705.6,0.0,B,0.00381,False,BJ2018
PM J15083+4132,1392907032814774528,7.3872,7.4118,7.2541,7.5183,7.3588,7.46634,1.003,976.1,980.8,0.0,A,0.00984,False,BJ2018
SAO 45450,1395381071416346368,8.5384,9.4672,8.2017,8.9085,9.38828,9.5744,1.109,4164.4,4213.9,0.0,A,0.04586,False,BJ2018
HIP 79308,1398997262081156352,6.2576,6.2678,6.2092,6.3074,6.24921,6.28791,1.002,749.4,752.6,0.0,A,0.00356,False,BJ2018
TYC 3082-869-1,1405903294614847232,9.1168,9.0584,8.9958,9.2377,9.03302,9.08997,0.994,797.4,799.1,0.0,A,0.00839,False,BJ2018
V1082 Her,1410680191601184896,6.3907,6.5133,6.2706,6.5213,6.44264,6.5902,1.019,2379.6,2414.5,0.0,A,0.00477,False,BJ2018
2MASS J17091049+5822186,1433757497559469568,6.1986,6.8559,5.7418,6.7405,6.67571,7.06671,1.106,2323.5,2478.1,0.0,A,0.01978,False,BJ2018
Gaia DR3 1435460980373050368,1435460980373050368,9.9456,10.0543,9.2669,10.7796,9.86908,10.24813,1.011,1467.8,1485.9,0.0,B,0.004,False,BJ2018
2MASS J13471907+2354556,1444023946865108096,2.6895,2.268,2.4562,2.9252,2.23079,2.30846,0.843,-4181.8,-4299.2,0.0,A,0.15158,False,BJ2018
GJ 519,1471777269618346240,8.1451,8.1562,8.0721,8.2176,8.12755,8.19238,1.001,315.7,315.2,0.0,A,0.00053,False,BJ2018
TYC 3046-556-1,1489632754338029056,8.1726,8.3928,7.9881,8.3809,8.30099,8.47634,1.027,-2987.5,-2973.4,0.0,A,0.11525,False,BJ2018
2MASS J14025061+4336474,1499378516169037184,9.3425,9.3302,9.0013,9.6895,9.19446,9.46769,0.999,962.6,971.0,0.0,A,0.00652,False,BJ2018
