name,simbad_id,source_id,hip,sp_type,system,dist_now_pc,ra,dec,parallax,parallax_error,parallax_catalog,parallax_source,pmra,pmdec,pmra_error,pmdec_error,rv,rv_error,rv_source,rv_component,system_parent,x,y,z,vx,vy,vz,gal_dmin_pc,gal_tmin_myr,lin_dmin_pc,lin_tmin_myr,mc_dmin_med,mc_dmin_lo,mc_dmin_hi,mc_tmin_med,mc_tmin_lo,mc_tmin_hi,mc_censored,mc_model,sys_dmin_pc,sys_dominant,zp_dmin_pc,grade,rv_reliability,astrom_flag,is_wd,featured
PM J00081+4757,PM J00081+4757,393155984814848128,,M3.5+M3.5,-1,18.648650254643325,2.025945508249953,47.95067855186984,53.623183787845996,0.03065867,,,-124.05565122909393,4.3616892282195305,0.027698964,0.02226465,-29.64,0.44,simbad,,,-7.770756814621526,16.31543933299135,-4.603687024494663,21.80203045660741,-20.80865029126783,9.519640484369752,6.473578,0.541018,6.474835735554317,0.5410377330654353,6.47033,6.38547,6.54823,0.54093,0.53465,0.54640,0.000,integrated,0.00022,halo scale radius -20%,0.01133,B,literature,non_single,0,
Gaia DR3 5323507101786447360,,5323507101786447360,,,-1,157.17979388621043,135.78395947405576,-52.594291430812184,6.362140929666477,0.46771935,,,-6.7598777469149205,-2.574520830846599,0.63174653,0.5680077,136.16978,19.398014,gaia,,,6.007989539487833,-156.69693304875975,-10.745363694054387,3.2911016074968162,-135.47983000062518,-14.34024973201539,6.229373,-1.126473,6.216488135294193,-1.126893035719632,6.47036,5.32797,7.88586,-1.14453,-1.32350,-1.00613,0.000,integrated,0.00610,disc scale height 0.20 kpc,0.09672,C,low_snr,high_ruwe,0,
TYC 8034-573-1,,4975010844030439680,,,-1,57.77339417642962,11.888671016899487,-48.2260339634135,17.309005542346686,0.018282736,,,-8.105057006642404,3.6143110449757994,0.011452122,0.016368879,21.539824,0.23222283,gaia,,,11.854358683395299,-17.102168848787755,-53.89577975628589,5.800296359175975,-4.402188907847349,-20.416867070128085,6.458242,-2.561078,6.477798178647849,-2.5896305899571304,6.47041,6.38914,6.54048,-2.56429,-2.59394,-2.53497,0.000,integrated,0.00941,disc scale height 0.20 kpc,0.03668,A,good,,0,
Gaia DR3 783527211622327040,,783527211622327040,,,54,69.90643489696137,166.7519198389719,47.21651837495219,14.30483476197793,0.030384434,,,-10.715732109249027,-8.36876841032003,0.017112263,0.027457867,-48.833145,5.7103353,gaia,,,-31.791691491080492,10.647188556416737,61.34195438672596,19.757047495976387,-11.16662737173145,-43.473475087071385,6.453127,1.384255,6.422815892192158,1.3879294940580578,6.47074,5.76382,7.45137,1.39050,1.23980,1.59045,0.000,integrated,0.00508,disc scale height 0.20 kpc,0.04473,A,good,,0,
2MASS J18040683-1211342,,4150951648092395904,,,-1,54.00838221284955,271.0283501437161,-12.192875164033234,18.51564440606559,0.036443535,,,-28.056712741045622,-6.909336186518901,0.046442073,0.035616662,-61.69129,5.9391,gaia,,,51.56837109225432,15.426302764860713,4.431437142467792,-57.88678106729432,-22.573192641799178,0.33874833473469174,6.428132,0.844059,6.430451969540228,0.8438848336358523,6.47172,5.95452,7.15899,0.84766,0.78086,0.93753,0.000,integrated,0.00238,disc scale height 0.20 kpc,0.03432,A,good,,0,
WDS J17352-4841B,,5946986063671469824,,,653,9.689668497169027,263.8059466621306,-48.67780401885913,103.202705055613,0.046161182,,,-8.65834977880175,501.7491179210584,0.05029893,0.031746414,-25.698797,0.2994681,gaia,,,9.114401955146775,-2.947488046470456,-1.459337795357982,-16.419604860692306,25.701962256117522,16.172896100782207,6.470047,0.204301,6.469887404128117,0.20430577002065134,6.47235,6.43045,6.51022,0.20431,0.20405,0.20455,0.000,integrated,0.00002,disc mass -15%,0.00487,A,good,,0,
Gaia DR2 4372108280189061120,,4372108280189061120,,,-1,100.6923197930506,266.0504352987915,0.07223285760401292,9.931244031871199,0.02721249,,,2.021528673084076,5.327318757699345,0.029085811,0.022722276,-41.309326,3.0595367,gaia,,,88.05863633328443,41.352438040148,25.9729802018184,-37.3542344171323,-14.561572356007273,-10.318892914074725,6.450459,2.374378,6.615264011647108,2.3731011844945433,6.47283,6.05219,6.92206,2.37757,2.22249,2.55451,0.000,integrated,0.01817,halo scale radius -20%,0.06352,A,good,,0,
WDS J19012+1253B,,4313869691922060928,,,637,68.69671146297969,285.30788295549905,12.896582491126512,14.556737559976142,0.03319042,,,9.126108207000236,-17.30877488663121,0.03810595,0.03633502,-67.47083,0.34995338,gaia,,,48.024993517402706,48.91907912867592,4.445431439540833,-44.3105521435691,-50.37918328132799,-9.561930811681469,6.474474,0.986724,6.459220169575299,0.9867563251397765,6.47324,6.43517,6.52332,0.98683,0.98187,0.99258,0.000,integrated,0.00167,disc mass +15%,0.04409,B,good,"high_ruwe,non_single",0,
TYC 6510-105-1,,2924249653380114304,,,-1,209.56299977189755,96.23594370026683,-25.097893376601895,4.77183472792653,0.011898977,,,-1.5143571899559176,1.6250749436178844,0.009112037,0.01313156,70.217064,0.24089652,gaia,,,-120.63838847641561,-160.50346360827442,-60.01390063107955,-41.9442413249764,-52.36020925255002,-20.842137142611023,6.479866,-2.910621,6.58263299744688,-2.9153439733368303,6.47967,6.42830,6.53479,-2.90994,-2.92413,-2.89707,0.000,integrated,0.14664,disc scale height 0.20 kpc,0.13293,A,good,,0,
2MASS J19370368+6022286,,2239177012179664768,,,-1,31.865689778422986,294.26600954417086,60.3748067615068,31.381715159893503,0.012778491,,,69.6804537650369,40.472827554343795,0.016091077,0.016405687,-58.540833,1.3981911,gaia,,,-1.2147649048602749,30.278061499342463,9.85827181217106,-7.647441263327979,-53.7839405091001,-24.980078992303163,6.488658,0.510117,6.487158604927747,0.5101859130362162,6.48238,6.35173,6.62573,0.50959,0.49966,0.52052,0.000,integrated,0.00068,disc scale height 0.20 kpc,0.02020,A,good,,0,
Gaia DR3 4049348527349750272,,4049348527349750272,,,-1,92.46844463639516,274.6311345310654,-30.713047734272305,10.814500059260265,0.55797166,,,-7.789664097535628,3.1001384265596954,0.34890324,0.27825478,-52.725323,4.9983606,gaia,,,91.70814098107378,3.1414839614638823,-11.408821577596832,-51.82834823039766,-2.142154397292907,10.13405284354856,6.489101,1.707898,6.429583076608015,1.7065383900416402,6.48274,5.73959,7.46758,1.70802,1.52058,1.90419,0.000,integrated,0.01469,disc scale height 0.20 kpc,0.05967,B,good,high_ruwe,0,
Gaia DR3 3237818824747007232,,3237818824747007232,,,409,84.13080036287776,81.06434724773862,5.660328980261896,11.886253259053081,0.015438151,,,-0.7276876518587425,-12.416674917490523,0.016325427,0.011552378,64.858665,1.1012404,gaia,,,-76.9655854450911,-24.16568664637305,-23.881160267082542,-57.35248619636448,-22.326430142281943,-21.058868149959608,6.475524,-1.261015,6.415741180934622,-1.2609579420742738,6.48283,6.36467,6.59628,-1.26235,-1.28512,-1.24097,0.000,integrated,0.01251,disc scale height 0.20 kpc,0.05421,A,good,,0,
2MASS J07162580+1137311,,3159988790366316416,,,-1,157.22964912143658,109.10751212677417,11.625290953921084,6.360123587299036,0.0115282945,,,-3.046697023608015,-4.948152143679192,0.012810086,0.01077972,103.77473,0.49710625,gaia,,,-139.66535285313137,-65.97355928848756,29.363944729357836,-91.80114827356465,-45.94530161839172,15.796567646090685,6.486113,-1.479431,6.556382731096958,-1.4788822116801457,6.48505,6.44156,6.52270,-1.47934,-1.48579,-1.47144,0.000,integrated,0.03348,disc scale height 0.20 kpc,0.10014,A,good,,0,
Gaia DR3 4173865646509277312,,4173865646509277312,,,-1,273.38639762304047,272.2515563999614,-5.074391609738612,3.657826463549414,0.018972374,,,-1.7968158467990778,-0.09564094350330196,0.020592546,0.017419523,-94.75103,2.3552096,gaia,,,248.77874559953185,108.26380057113539,33.58880213880852,-85.96465622295115,-38.72870251905803,-9.662353974057003,6.487185,2.823752,6.726323420007851,2.819528988007058,6.48729,6.29319,6.66896,2.83230,2.75155,2.91269,0.000,integrated,0.14697,disc scale height 0.20 kpc,0.17094,A,good,,0,
2MASS J17171408+6526221,2MASS J17171408+6526221,1633752714121739264,,L6.2V,-1,21.861473732615927,259.3102538095292,65.43899932836949,45.74257034227586,0.5381623,,,154.32657841831082,-117.89176646451224,0.7049028,0.6926373,-64.4,8.7,simbad,,,-1.7286365220365878,17.991733728386535,12.297697629368505,18.928497400445103,-43.87012183235256,-47.63971952181607,6.521398,0.302365,6.521045202982456,0.3023915863335858,6.48856,5.75326,7.53431,0.30002,0.27029,0.34311,0.000,integrated,0.00024,disc scale height 0.20 kpc,0.01360,B,literature,,0,
Gaia DR3 268074270727067136,,268074270727067136,,,-1,74.7427325508607,83.35974709822473,55.23892459025097,13.379227195360073,0.029371949,,,-2.2661071267661765,-18.472867981281407,0.030521931,0.025990631,-76.1307,6.5091963,gaia,,,-66.95159118512085,29.47324395199968,15.339113334735263,65.3385690564402,-34.44141622343734,-19.596642645296505,6.477225,0.952887,6.449917702833479,0.9528170391214897,6.48894,6.03856,7.13685,0.95541,0.88831,1.04933,0.000,integrated,0.00447,disc scale height 0.20 kpc,0.04806,C,low_snr,,0,
Gaia DR3 165675481524454400,,165675481524454400,,,-1,197.9467501823002,64.02460555280926,29.767060787422437,5.051863691013084,0.40474415,,,-0.2556466872734867,-2.712377883548358,0.5214857,0.40116042,81.11784,4.0584197,gaia,,,-186.59901943743878,41.88292695413604,-51.083679218267065,-76.3412565638653,15.4345628180582,-22.81285418600228,6.598659,-2.385339,6.235293979209359,-2.3836771741728766,6.49130,5.38897,8.20891,-2.37156,-2.62355,-2.19228,0.000,integrated,0.13884,disc scale height 0.20 kpc,0.13186,B,good,high_ruwe,0,
HD 54129,,3360175090027418880,,,-1,104.89267967937282,107.08599797779937,16.516322904731222,9.533553752813985,0.018551653,,,-6.653328797539409,-0.6864430010911866,0.019794311,0.015785186,52.144318,0.37275338,gaia,,,-96.76669461739719,-35.084197528346124,20.193566969084365,-49.04835577107796,-16.61072748296024,6.959440934900309,6.489146,-1.960816,6.6766935657345465,-1.9589420144547147,6.49233,6.42653,6.54998,-1.96206,-1.97665,-1.94596,0.000,integrated,0.05139,disc scale height 0.20 kpc,0.06638,A,good,,0,
LHS 402,VB 24 A,1391241478857408768,,M3V,71,12.522830019703607,235.02236520918228,43.49280368003516,79.85415424681045,0.017597968,,,1188.8043533162158,-315.32422885039733,0.018447008,0.021119248,-120.41226,0.2313993,gaia,,,2.617376031891499,7.1762153696528035,9.923333481165924,23.191569582524185,-31.53163901601136,-135.26961405118874,6.492915,0.074352,6.492915497144795,0.07435289747424477,6.49297,6.48416,6.50272,0.07435,0.07429,0.07442,0.000,integrated,0.00000,disc scale height 0.20 kpc,0.00703,A,good,,0,
Gaia DR3 6892564448629427840,,6892564448629427840,,,-1,509.6428953137662,319.77010848183113,-10.720761598916756,1.9621582272511446,0.020016063,,,1.248307504311588,-0.5203631410251924,0.019935235,0.01992188,-116.59248,3.4977334,gaia,,,307.37000087722384,261.94301221797696,-310.8784676601238,-71.9603593910816,-61.06534281773521,68.53621503739255,6.506571,4.225117,14.276610274843485,4.270719777153886,6.49589,6.28405,6.71429,4.22899,4.10510,4.37150,0.000,integrated,1.54514,disc scale height 0.20 kpc,0.19255,A,good,,0,
10 CVn,*  10 CVn,1521686782461765888,,F9V_Fe-0.3,-1,17.556561091247854,191.2454554246112,39.27953401498874,56.95876286948424,0.03228926,,,-359.69874606984007,139.01619673413714,0.017870087,0.018434351,80.49385,0.12366461,gaia,,,-2.3316631939329917,2.8957030719470787,17.158411576247158,-41.99051073648259,6.934994824816049,75.48517967658888,6.501770,-0.184005,6.502322723087194,-0.18401309336497892,6.50054,6.49112,6.51206,-0.18399,-0.18421,-0.18379,0.000,integrated,0.00018,disc scale height 0.20 kpc,0.01062,A,good,,0,
2MASS J15473488-2753426,,6233827481743360128,,,502,24.586322879145076,236.8958731729969,-27.895119507549463,40.67301991092913,0.39504564,,,98.83529056237512,21.553895998863855,0.41886634,0.34005743,43.50022,3.6353588,gaia,,,22.115354160782786,-6.3594635256735375,8.657690611609313,43.91493772408767,-1.9059388521546994,9.955923440934889,6.428028,-0.514879,6.431694955070897,-0.5148289235479415,6.50134,5.99289,7.07336,-0.51935,-0.55945,-0.48386,0.000,integrated,0.00096,disc scale height 0.20 kpc,0.01523,B,good,high_ruwe,0,
PM J05315+1009E,PM J05315+1009E,3338234056318938880,,M3,399,37.51372301700516,82.8812863254291,10.162882823911922,26.656911646617818,0.027112773,,,-19.347231394641867,74.96891356455863,0.031299878,0.021297956,78.22907,0.36050162,gaia,,,-35.45687606026404,-9.093334413198377,-8.209788297721213,-78.04920017548466,-6.389406736071957,-13.298982936048475,6.500561,-0.454826,6.502659086523993,-0.4547987399844566,6.50233,6.46895,6.53010,-0.45492,-0.45672,-0.45272,0.000,integrated,0.00040,disc scale height 0.20 kpc,0.02395,B,good,high_ruwe,0,
2MASS J19302952-3902103,,6737927033059289216,,,-1,93.67876085243904,292.62306701670997,-39.03618083680729,10.67477826244073,0.11591204,,,3.7049003732345778,3.791064311896397,0.12045157,0.113811366,35.118282,0.24055701,gaia,,,85.67549462901272,-0.3642411691481938,-37.88518421881007,31.6816655143498,1.9460406857151848,-15.20920690843968,6.504781,-2.595007,6.265247212721927,-2.5966147403712325,6.50256,6.26760,6.71584,-2.59397,-2.62625,-2.56633,0.000,integrated,0.07686,disc scale height 0.20 kpc,0.06146,B,good,high_ruwe,0,
2MASS J19372301+2938085,,2032412574979479424,,,741,100.39580025501985,294.345881855006,29.635670132074363,9.960576014732244,0.014782597,,,1.0600215061523055,-6.826759838467018,0.015245784,0.014895618,-51.29164,1.6381295,gaia,,,43.44708546188116,90.2232655879109,7.171458733558404,-19.795271277396868,-47.09108158260042,-5.676284606195831,6.506891,1.904549,6.422490047736198,1.9060513410138742,6.50323,6.31735,6.70195,1.90284,1.85137,1.96130,0.000,integrated,0.00937,disc mass -15%,0.06506,B,good,high_ruwe,0,
GJ 761 B,,4316214125609944832,,,617,29.296937436504056,292.06409274077214,12.536099964498035,34.13326058968872,0.11360311,,,-51.84890049362344,-50.65918270413074,0.1236148,0.09112593,-44.47899,2.8473473,gaia,,,19.483376199284088,21.84801128756246,-1.1717498940245825,-22.323507133521975,-39.481304468078996,4.756061051269173,6.470758,0.612618,6.467471376126102,0.6126553668540917,6.50367,6.20099,6.92523,0.61636,0.58810,0.65289,0.000,integrated,0.00040,halo scale radius -20%,0.01846,B,good,high_ruwe,0,
Gaia DR3 331677032664959232,,331677032664959232,,,-1,113.66911479603475,34.927936819026854,38.07496136777879,8.797464480957533,0.050839055,,,-5.245846863789417,1.4231245510222792,0.053186946,0.06261389,-49.124313,4.874219,gaia,,,-82.68991762874695,65.8224290747368,-41.83841550257864,37.63715579556523,-26.23606820199832,17.80139409643375,6.573707,2.252967,6.765119025977497,2.2545065566286246,6.50521,6.02355,7.19503,2.22948,2.05543,2.47535,0.000,integrated,0.02126,halo scale radius -20%,0.07294,B,good,high_ruwe,0,
Gaia DR3 5026938716624871424,,5026938716624871424,,,-1,162.68092223382519,17.24386075063701,-32.944578521800935,6.147002280714121,0.12971573,,,2.595959038365402,-0.8611986164280132,0.13837592,0.099023305,49.50746,2.6004915,gaia,,,0.30186813615317626,-19.66374535417003,-161.48785853160172,-1.1634507362956557,-7.666999640259466,-48.94181272987939,6.540427,-3.150820,6.924690912722776,-3.2071919919203333,6.50714,6.06120,7.07129,-3.14358,-3.34966,-2.96711,0.000,integrated,0.11902,disc scale height 0.20 kpc,0.10130,B,good,"high_ruwe,non_single",0,
Gaia DR3 4262226627207889920,,4262226627207889920,,,-1,185.04450309126798,286.9282078807399,-1.4289598787958235,5.404105408669061,0.6977143,,,1.6419008397803347,-1.1387150711562408,0.67925096,0.540873,-51.067577,8.254592,gaia,,,153.8504048045736,101.88954072779916,-13.785592335524644,-42.43797648664189,-28.384749962537413,2.072120691779899,6.089147,3.544284,6.347401101249904,3.5388830441175294,6.50787,3.90187,10.36264,3.65509,2.84391,4.51220,0.098,integrated,0.12298,disc scale height 0.20 kpc,0.10862,C,low_snr,"high_ruwe,weak_parallax",0,
Gaia DR3 6707617934196416512,,6707617934196416512,,,-1,154.7382838259695,274.68950773434926,-47.022544014735715,6.462524821101652,0.52752054,,,-2.9119686344711004,-8.380358883973875,0.46343708,0.41682038,-155.36539,12.608533,gaia,,,146.12924903070584,-33.537987862514115,-38.28031386054846,-148.31945848421287,27.393754537711406,37.83749860817493,6.450573,0.972305,6.475852525126333,0.9721398842855573,6.51321,5.42504,8.16357,0.98203,0.87535,1.11717,0.000,integrated,0.00266,disc mass -15%,0.09840,C,low_snr,high_ruwe,0,
V1082 Her,V* V1082 Her,1410680191601184896,,KV,-1,32.32555372648849,250.14621923743928,49.16638182011478,30.935278277401057,0.012648818,,,2.8012606434261533,-16.537782672336295,0.013086668,0.015730133,-12.469451,0.15359756,gaia,,,5.92446928144312,23.56600312766294,21.31866750161255,0.23251129305568827,-9.583455682599903,-8.378369222660545,6.525047,2.417029,6.526045430776509,2.4314962301025056,6.51331,6.44264,6.59020,2.41452,2.38787,2.43979,0.000,integrated,0.00477,disc scale height 0.20 kpc,0.02056,A,good,,0,
GJ 1138,G 119-36,750586216906847104,,M5V,-1,9.732158458529947,162.43628733718958,35.542869572300205,102.75212885827295,0.40586728,,,-700.8643323815055,-1048.6687776057422,0.55433613,0.41802064,64.614235,0.9530157,gaia,,,-4.410169630336256,-0.5673757573407201,8.656985436257692,-43.63578821043032,-59.0880753051602,46.53693912570005,6.512718,-0.081321,6.512819875993759,-0.08131955450056313,6.51358,6.44055,6.58197,-0.08132,-0.08145,-0.08118,0.000,integrated,0.00003,disc scale height 0.20 kpc,0.00492,B,good,high_ruwe,0,
Gaia DR3 2249550079753575936,,2249550079753575936,,,-1,160.69852883029023,303.6817219736992,66.59810048970103,6.222832326337445,0.047762364,,,1.7014974422592561,1.792421450178865,0.05306317,0.053789664,-49.42617,2.178063,gaia,,,-26.908630160921817,151.2800866045134,47.05611743454058,6.454217188984647,-46.718278785882,-14.907592017828215,6.491604,3.161466,6.116715496789646,3.1744745677629216,6.51508,6.17526,6.83941,3.15869,3.03698,3.28632,0.000,integrated,0.08877,disc scale height 0.20 kpc,0.10609,B,good,high_ruwe,0,
Gaia DR3 888212607048052736,,888212607048052736,,,-1,279.36045135618576,105.36973753067733,30.260603551658797,3.5796047548799086,0.032118015,,,-1.178011333774938,-0.396578218828433,0.03399675,0.027861262,-88.15116,7.650377,gaia,,,-267.8231402386297,-29.937581975737366,73.59869917394681,84.06733919946228,9.518995618153008,-24.807413420514433,6.536052,3.102306,5.215664971491881,3.097647975746145,6.51688,5.93538,7.35954,3.09078,2.87266,3.40952,0.000,integrated,0.30989,disc scale height 0.20 kpc,0.19414,C,low_snr,,0,
PM J07105-0842,RX J0710.5-0842,3051343817347672576,,M3.5V,-1,19.334806771436046,107.63069808891784,-8.712967693425067,51.720196215114676,0.025568064,,,-84.5331509769734,97.94215859827722,0.024762372,0.023942886,33.126266,0.5711572,gaia,,,-14.173992628495435,-13.150148588291461,0.07923359124923642,-32.14179988464497,-14.077214833099399,-2.5891698667802707,6.514837,-0.505924,6.5163604087211775,-0.5058826720721706,6.51818,6.40772,6.60735,-0.50604,-0.51231,-0.49875,0.000,integrated,0.00021,halo scale radius -20%,0.01186,A,good,,0,
TYC 4018-414-1,,429940696088223872,,,-1,159.2189838589137,0.2084518856514261,62.31783654097403,6.280658095934809,0.012438226,,,-0.3842043037514631,-1.911385491245777,0.0130682485,0.013262782,-33.602417,0.54434323,gaia,,,-72.51212442699247,141.74862663635915,0.05898182293243994,15.806676016265548,-29.657332649867325,-1.370914877087412,6.513688,4.612224,6.9658472764876285,4.624223768685318,6.51923,6.39272,6.62580,4.61449,4.53478,4.67950,0.000,integrated,0.05030,disc scale height 0.20 kpc,0.09811,A,good,,0,
Gaia DR3 3290174647883748224,,3290174647883748224,,,416,89.71550423453492,75.3300783011139,8.062018328050879,11.146345423036273,0.23451589,,,8.74251403140629,1.4280854543152366,0.3393191,0.21438693,49.86429,3.745879,gaia,,,-82.3793017150787,-17.71150294021635,-30.803003304736272,-46.62965509845411,-11.565074405845591,-13.876784703418458,6.579878,-1.750021,6.759044814899659,-1.749252089819814,6.52257,5.94862,7.22850,-1.73212,-1.90116,-1.60964,0.000,integrated,0.06027,disc scale height 0.20 kpc,0.05765,B,good,high_ruwe,0,
GJ 689,HD 160964,1651235193817400448,,K4V,-1,19.050181246581793,264.0569565184588,71.87819071256602,52.49293888893743,0.01670021,,,91.34675498085723,-37.299883643490034,0.019904882,0.024338854,-24.474789,0.12397314,gaia,,,-3.578693239900694,15.842752826525668,9.9553775970537,8.19977325463863,-15.449977865887975,-19.29957060182822,6.518618,0.671748,6.5170707313362595,0.6720033385405727,6.52261,6.48899,6.54774,0.67208,0.66906,0.67429,0.000,integrated,0.00119,disc scale height 0.20 kpc,0.01167,A,good,,0,
2MASS J05443537-7118069,,4657015653026409344,,,-1,30.10693392293942,86.14756463628301,-71.30180726202676,33.21493987264072,0.01211051,,,17.13368730015648,31.261610399788726,0.014918313,0.0154324155,22.85947,0.7720751,gaia,,,5.351205047723261,-25.265643027861245,-15.473828135472747,-0.3371870349537161,-21.129163539857593,-10.093882711123468,6.525833,-1.225959,6.540887344631748,-1.2270119267883042,6.52290,6.32907,6.72306,-1.22552,-1.26123,-1.19052,0.000,integrated,0.00700,disc scale height 0.20 kpc,0.01911,A,good,,0,
Gaia DR3 586120584724468992,,586120584724468992,,,-1,173.2812266652622,141.49645322894676,6.520065518302903,5.77096561032408,0.038721412,,,2.0208424961077496,-3.3609661682342216,0.043739215,0.04406261,88.63041,5.9742556,gaia,,,-95.7424702859597,-99.5494930862122,104.6406294153389,-46.60916134550311,-53.107633073316435,53.59937148075319,6.477647,-1.904756,6.294072729832321,-1.9091584240850636,6.52303,6.07620,6.95462,-1.92300,-2.04122,-1.80043,0.000,integrated,0.02272,disc mass +15%,0.11232,A,good,,0,
Gaia DR2 2344819773001648896,,2344819773001648896,,,137,74.92617687156935,15.455916463976331,-24.8653882855048,13.346470375955466,0.07294903,,,-1.919714183481986,-9.370560635382722,0.13319457,0.13519067,38.8,1.01,simbad_system,67.93383,[MBT64]  31,-4.175743058729058,0.7821377002115338,-74.80563756238615,0.2625086977981982,-1.9691424305807763,-38.897763147796695,6.520015,-1.861563,6.535691749811258,-1.8738349359609987,6.52636,6.31061,6.72172,-1.86100,-1.91194,-1.81255,0.000,integrated,0.00618,disc scale height 0.20 kpc,0.04820,C,low_snr,,0,
Gaia DR3 6439748211277840128,,6439748211277840128,,,-1,61.75780479853998,287.03923193904774,-62.311842032184266,16.192285384205256,0.032261763,,,9.076032479982366,7.269478369598618,0.027895175,0.024812344,32.167027,6.0894613,gaia,,,49.961728560326314,-24.48988998039643,-26.797339822208468,26.2684678923858,-10.033787466469432,-15.987428736667542,6.568341,-1.854830,6.499732701209848,-1.8564794624526015,6.52866,5.43984,8.22862,-1.84037,-2.31559,-1.54025,0.004,integrated,0.03225,disc scale height 0.20 kpc,0.04032,A,good,,0,
Gaia DR3 4081211141673672192,,4081211141673672192,,,-1,217.4365695555025,287.24088706314717,-21.71721333692278,4.599042387599578,0.023595741,,,1.1557146293959306,-0.8703885114797748,0.027332066,0.023281462,61.36845,4.6988554,gaia,,,204.15178577200606,55.30257796917592,-50.42157292398794,57.37991897578812,15.20124461446553,-15.645372790084439,6.474175,-3.468574,5.282312334499942,-3.4624030750846786,6.52951,5.95702,7.12266,-3.49154,-3.76949,-3.24383,0.000,integrated,0.37480,disc scale height 0.20 kpc,0.15133,A,good,,0,
2MASS J06585364+7112217,,1109980662099748992,,,-1,342.0527676794233,104.72349531713105,71.20607299561685,2.9235255331633923,0.010983942,,,0.3987737298520674,-0.5711279256772145,0.0079814885,0.01147438,-76.116325,0.68866277,gaia,,,-248.22655940809412,180.6364128177046,150.84481245944536,54.83120046613369,-41.14270180833159,-33.102691714835004,6.532830,4.376940,5.075114392281828,4.393051126404778,6.53114,6.38509,6.65944,4.37472,4.33649,4.41918,0.000,integrated,0.37076,disc mass +15%,0.26066,A,good,,0,
HR 7231,HD 177552,4262386503072909312,,F2II,-1,47.36096722330625,286.32729099481577,-1.512160567147418,21.114433649233025,0.026978273,,,-16.225356154825583,9.655256763883619,0.027208338,0.024192134,-30.450068,0.21304733,gaia,,,39.55906682060714,25.853737205301012,-3.1186088451522633,-25.349029740081107,-16.243051726748053,6.226212192256319,6.529822,1.492464,6.530217148846141,1.4919107200114996,6.53171,6.47953,6.57972,1.49307,1.48160,1.50363,0.000,integrated,0.00043,disc scale height 0.20 kpc,0.03050,A,good,,0,
TYC 2066-1168-1,BD+28  2628,1307841391587467136,,,-1,49.24273512533372,253.23092101764078,28.1224535447203,20.30756409965404,0.011594104,,,-39.78822828052952,18.073019360687464,0.011597936,0.012502845,-75.949875,0.13158679,gaia,,,25.77696682337225,29.644065970058097,29.69215884326004,-45.10460590526148,-49.09195043939326,-37.78892050001612,6.534243,0.622628,6.555155528488829,0.6227255139385054,6.53280,6.51809,6.54636,0.62253,0.62135,0.62363,0.000,integrated,0.00667,disc scale height 0.20 kpc,0.03172,A,good,,0,
LSPM J0505+4648,LSPM J0505+4648,207033680124098048,,M8,-1,17.591953455891478,76.39343357193754,46.79953911392597,56.84417040479969,0.59827155,,,-116.46467745983642,-180.19664235938404,0.7167599,0.59576446,-44.636101,0.01158,simbad,,,-16.58337444080923,5.772491954298501,1.0709132493933808,39.09109515936296,-20.11277334102335,-19.49095376080814,6.545621,0.332034,6.545590389693411,0.3320157210591405,6.53445,6.41109,6.66686,0.33203,0.32927,0.33445,0.000,integrated,0.00011,disc scale height 0.20 kpc,0.01071,B,literature,high_ruwe,0,
HD 169674,,4096908113302197632,,,-1,140.946766966527,276.62071965429567,-17.146541513527723,7.0948771761291045,0.058783982,,,2.5636330710237805,1.5776352416091566,0.05471562,0.04505583,-41.49044,0.703389,gaia,,,136.10483576870342,36.14413471706276,-5.921682551906547,-40.55067342997185,-8.979446678986529,0.7170766137553682,6.534535,3.324680,6.82441728617074,3.313861291574169,6.53507,6.34792,6.72489,3.32775,3.25915,3.38818,0.000,integrated,0.03102,halo scale radius -20%,0.08885,B,good,"high_ruwe,non_single",0,
GJ 2147,CD-30 17706,6749419923164242816,,DA3.1,-1,16.20916628925263,302.7351163460641,-30.219616097171418,61.69348763255287,0.032288823,,,-340.8664867908077,-249.42282237833922,0.030650018,0.022179633,73.6,0.5,simbad,,,13.822388335830636,2.8892043530745513,-7.9580871252023915,77.55407519634079,-10.02465610842084,-18.84565627467555,6.539567,-0.180291,6.54004182343173,-0.18028579965293845,6.53728,6.50142,6.57512,-0.18025,-0.18106,-0.17944,0.000,integrated,0.00015,disc scale height 0.20 kpc,0.00973,B,literature,,1,
PM J13182+7322,,1688578280891900416,,,-1,25.294756773204846,199.55756808294774,73.36822856000063,39.53388478751124,0.020840067,,,72.05538002997203,-107.548989933012,0.02731405,0.027172616,-57.957077,0.47358665,gaia,,,-9.23527378678497,15.811436856765992,17.450871119322862,34.15069543603875,-37.8479516251847,-31.642468882198905,6.539720,0.398161,6.54414927228977,0.39818333212858414,6.53753,6.49396,6.58734,0.39809,0.39554,0.40086,0.000,integrated,0.00139,disc scale height 0.20 kpc,0.01595,B,good,high_ruwe,0,
